2016 US Presidential Election,Trump,Clinton
Apache,5315,12196,
Cochise,25036,15291,
Coconino,16573,25308,
Gila,13672,6746,
Graham,8025,3301,
Greenlee,1892,1092,
La Paz,3381,1318,
Maricopa,590465,549040,
Mohave,54656,16485,
Navajo,18165,15362,
Pima,147019,195649,
Pinal,53857,35737,
Santa Cruz,3650,10684,
Yavapai,58862,29705,
Yuma,20586,18336,
