2016 US Presidential Election,Trump,Clinton
ADDISON,5297,11217,
BENNINGTON,5925,9539,
CALEDONIA,5533,6445,
CHITTENDEN,18298,54463,
ESSEX,1506,1019,
FRANKLIN,8752,9351,
GRAND ISLE,1487,2094,
LAMOILLE,3570,7241,
ORANGE,4997,7522,
ORLEANS,5158,5181,
RUTLAND,12471,13629,
WASHINGTON,7993,18594,
WINDHAM,5462,14340,
WINDSOR,8604,17544,
