2016 US Presidential Election,Trump,Clinton
Albany,7601,6888,
Big Horn,4067,594,
Campbell,15778,1324,
Carbon,4409,1279,
Converse,5520,668,
Crook,3347,271,
Fremont,11167,4200,
Goshen,4418,924,
Hot Springs,1939,400,
Johnson,3477,638,
Laramie,24844,11572,
Lincoln,6779,1105,
Natrona,23523,6573,
Niobrara,1116,115,
Park,11115,2535,
Platte,3437,719,
Sheridan,10266,2926,
Sublette,3409,644,
Sweetwater,12153,3233,
Teton,3920,7313,
Uinta,6154,1202,
Washakie,2911,532,
Weston,2898,294,
