2016 US Presidential Election,Trump,Clinton
Carson City,13125,9610,
Churchill,7828,2210,
Clark,319571,401068,
Douglas,17406,8453,
Elko,13542,3400,
Esmeralda,329,65,
Eureka,723,74,
Humboldt,4521,1386,
Lander,1828,403,
Lincoln,1671,285,
Lyon,16005,6146,
Mineral,1179,637,
Nye,13320,5095,
Pershing,1403,430,
Storey,1616,752,
Washoe,94529,97032,
White Pine,2723,707,
